142VIRUSput	HE963025	Betapapillomavirus 2
143VIRUSput.1	U31790	Gammapapillomavirus 3
143VIRUSput.2	U31790	Gammapapillomavirus 3
144VIRUSput	X74469	Betapapillomavirus 2
145VIRUSput	U31779	Betapapillomavirus 1
146VIRUSput	U31778	Betapapillomavirus 1
147VIRUSput	EF422221	Betapapillomavirus 2
148VIRUSput	MF588711	Gammapapillomavirus
149VIRUSput	GQ845445	Gammapapillomavirus 7
14VIRUSput	M17463	Betapapillomavirus 1
150VIRUSput	Y15174	Betapapillomavirus 3
151VIRUSput	EF422221	Betapapillomavirus 2
152VIRUSput	KX781284	Gammapapillomavirus
153VIRUSput	GQ845442	Betapapillomavirus 2
15VIRUSput.1	Y15173	Betapapillomavirus 3
15VIRUSput.2	Y15173	Betapapillomavirus 3
15VIRUSput.3	Y15173	Betapapillomavirus 3
16VIRUSput.1	M12737	Betapapillomavirus 1
16VIRUSput.2	M12737	Betapapillomavirus 1
16VIRUSput.3	M12737	Betapapillomavirus 1
16VIRUSput.4	M12737	Betapapillomavirus 1
16VIRUSput.5	M12737	Betapapillomavirus 1
16VIRUSput.6	M12737	Betapapillomavirus 1
16VIRUSput.7	M12737	Betapapillomavirus 1
16VIRUSput.8	M12737	Betapapillomavirus 1
17VIRUSput.1	U31787	Betapapillomavirus 2
17VIRUSput.2	U31787	Betapapillomavirus 2
17VIRUSput.3	U31787	Betapapillomavirus 2
18VIRUSput.1	GQ845442	Betapapillomavirus 2
18VIRUSput.2	GQ845442	Betapapillomavirus 2
19VIRUSput	M17463	Betapapillomavirus 1
20VIRUSput.1	M17463	Betapapillomavirus 1
20VIRUSput.2	M17463	Betapapillomavirus 1
21VIRUSput	MH777171	Gammapapillomavirus
22VIRUSput.1	U31782	Betapapillomavirus 1
22VIRUSput.2	U31782	Betapapillomavirus 1
22VIRUSput.3	U31782	Betapapillomavirus 1
22VIRUSput.4	U31782	Betapapillomavirus 1
23VIRUSput	M17463	Betapapillomavirus 1
24VIRUSput.1	MF588682	Betapapillomavirus
24VIRUSput.2	MF588682	Betapapillomavirus
25VIRUSput	MF588682	Betapapillomavirus
26VIRUSput.1	M12737	Betapapillomavirus 1
26VIRUSput.2	M12737	Betapapillomavirus 1
27VIRUSput	U31782	Betapapillomavirus 1
28VIRUSput	KP692115	Gammapapillomavirus 27
29VIRUSput	U31785	Betapapillomavirus 1
30VIRUSput	U31787	Betapapillomavirus 2
31VIRUSput.1	DQ080079	Alphapapillomavirus 7
31VIRUSput.2	DQ080079	Alphapapillomavirus 7
32VIRUSput.1	KX781285	Gammapapillomavirus
32VIRUSput.2	KX781285	Gammapapillomavirus
33VIRUSput.1	M17463	Betapapillomavirus 1
33VIRUSput.2	M17463	Betapapillomavirus 1
34VIRUSput	U31781	Betapapillomavirus 2
35VIRUSput	M32305	Betapapillomavirus 1
36VIRUSput	GQ845441	Gammapapillomavirus 8
37VIRUSput	FN677755	Betapapillomavirus 5
38VIRUSput.1	U31790	Gammapapillomavirus 3
38VIRUSput.2	U31790	Gammapapillomavirus 3
39VIRUSput.1	X74467	Betapapillomavirus 1
39VIRUSput.2	X74467	Betapapillomavirus 1
40VIRUSput	U31785	Betapapillomavirus 1
41VIRUSput	JF966374	Gammapapillomavirus
42VIRUSput	MF588718	Gammapapillomavirus
43VIRUSput	MF588758	Gammapapillomavirus
44VIRUSput	GQ845441	Gammapapillomavirus 8
45VIRUSput	FM955839	Betapapillomavirus 2
46VIRUSput	U31785	Betapapillomavirus 1
47VIRUSput	U31778	Betapapillomavirus 1
48VIRUSput	FN677755	Betapapillomavirus 5
49VIRUSput	MF588711	Gammapapillomavirus
50VIRUSput	GU117634	Gammapapillomavirus 7
51VIRUSput	HG421739	Gammapapillomavirus 15
52VIRUSput	M17463	Betapapillomavirus 1
53VIRUSput	MF509816	Gammapapillomavirus
54VIRUSput	M17463	Betapapillomavirus 1
55VIRUSput	JF966373	Gammapapillomavirus
56VIRUSput	KP692115	Gammapapillomavirus 27
57VIRUSput.1	X74467	Betapapillomavirus 1
57VIRUSput.2	X74467	Betapapillomavirus 1
57VIRUSput.3	X74467	Betapapillomavirus 1
57VIRUSput.4	X74467	Betapapillomavirus 1
57VIRUSput.5	X74467	Betapapillomavirus 1
57VIRUSput.6	X74467	Betapapillomavirus 1
58VIRUSput.1	MH777169	Gammapapillomavirus
58VIRUSput.2	MH777169	Gammapapillomavirus
58VIRUSput.3	U31790	Gammapapillomavirus 3
59VIRUSput.1	U31787	Betapapillomavirus 2
59VIRUSput.2	U31787	Betapapillomavirus 2
59VIRUSput.3	GU014531	Betapapillomavirus 6
59VIRUSput.4	GU014531	Betapapillomavirus 6
60VIRUSput.1	X74466	Betapapillomavirus 1
60VIRUSput.2	X74466	Betapapillomavirus 1
61VIRUSput.1	U31781	Betapapillomavirus 2
61VIRUSput.2	U31781	Betapapillomavirus 2
61VIRUSput.3	U31781	Betapapillomavirus 2
62VIRUSput.1	U31782	Betapapillomavirus 1
62VIRUSput.2	U31782	Betapapillomavirus 1
62VIRUSput.3	U31782	Betapapillomavirus 1
62VIRUSput.4	U31782	Betapapillomavirus 1
63VIRUSput.1	FM955840	Betapapillomavirus 2
63VIRUSput.2	FM955840	Betapapillomavirus 2
63VIRUSput.3	FM955840	Betapapillomavirus 2
63VIRUSput.4	FM955840	Betapapillomavirus 2
64VIRUSput.1	MH777389	Gammapapillomavirus
64VIRUSput.2	MH777389	Gammapapillomavirus
64VIRUSput.3	MH777389	Gammapapillomavirus
65VIRUSput.1	U31778	Betapapillomavirus 1
65VIRUSput.2	U31778	Betapapillomavirus 1
66VIRUSput.1	MF588677	Betapapillomavirus
66VIRUSput.2	MH777190	Betapapillomavirus
66VIRUSput.3	KY705374	Dyokappapapillomavirus
67VIRUSput.1	GQ845442	Betapapillomavirus 2
67VIRUSput.2	GQ845442	Betapapillomavirus 2
68VIRUSput	GQ845442	Betapapillomavirus 2
69VIRUSput.1	M12737	Betapapillomavirus 1
69VIRUSput.2	M12737	Betapapillomavirus 1
69VIRUSput.3	M12737	Betapapillomavirus 1
70VIRUSput	EF422221	Betapapillomavirus 2
71VIRUSput	EF422221	Betapapillomavirus 2
72VIRUSput	GQ845442	Betapapillomavirus 2
73VIRUSput.1	M32305	Betapapillomavirus 1
73VIRUSput.2	M32305	Betapapillomavirus 1
73VIRUSput.3	M32305	Betapapillomavirus 1
74VIRUSput.1	U31778	Betapapillomavirus 1
74VIRUSput.2	U31782	Betapapillomavirus 1
75VIRUSput	U31782	Betapapillomavirus 1
76VIRUSput	FM955842	Betapapillomavirus 2
77VIRUSput.1	X74466	Betapapillomavirus 1
77VIRUSput.2	X74466	Betapapillomavirus 1
77VIRUSput.3	X74466	Betapapillomavirus 1
77VIRUSput.4	X74466	Betapapillomavirus 1
78VIRUSput.1	JX413107	Gammapapillomavirus 20
78VIRUSput.2	JX413107	Gammapapillomavirus 20
79VIRUSput	FM955842	Betapapillomavirus 2
80VIRUSput.1	MH777169	Gammapapillomavirus
80VIRUSput.2	MH777169	Gammapapillomavirus
80VIRUSput.3	MH777169	Gammapapillomavirus
81VIRUSput.1	X74470	Betapapillomavirus 1
81VIRUSput.2	X74470	Betapapillomavirus 1
82VIRUSput	X74466	Betapapillomavirus 1
83VIRUSput	FM955840	Betapapillomavirus 2
84VIRUSput	JX413105	Gammapapillomavirus 11
85VIRUSput.1	U31785	Betapapillomavirus 1
85VIRUSput.2	U31785	Betapapillomavirus 1
86VIRUSput	JX413105	Gammapapillomavirus 11
87VIRUSput	JX413105	Gammapapillomavirus 11
88VIRUSput	Y15173	Betapapillomavirus 3
89VIRUSput	U31781	Betapapillomavirus 2
90VIRUSput	M14119	Alphapapillomavirus 10
91VIRUSput.1	M14119	Alphapapillomavirus 10
91VIRUSput.2	M14119	Alphapapillomavirus 10
91VIRUSput.3	M14119	Alphapapillomavirus 10
91VIRUSput.4	M14119	Alphapapillomavirus 10
92VIRUSput.1	Y15173	Betapapillomavirus 3
92VIRUSput.2	Y15173	Betapapillomavirus 3
92VIRUSput.3	Y15173	Betapapillomavirus 3
92VIRUSput.4	X74480	Betapapillomavirus 3
93VIRUSput.1	M12737	Betapapillomavirus 1
93VIRUSput.2	M12737	Betapapillomavirus 1
93VIRUSput.3	M12737	Betapapillomavirus 1
93VIRUSput.4	M12737	Betapapillomavirus 1
93VIRUSput.5	M12737	Betapapillomavirus 1
93VIRUSput.6	M12737	Betapapillomavirus 1
94VIRUSput.1	X74470	Betapapillomavirus 1
94VIRUSput.2	X74470	Betapapillomavirus 1
94VIRUSput.3	X74470	Betapapillomavirus 1
94VIRUSput.4	X74470	Betapapillomavirus 1
95VIRUSput.1	U31782	Betapapillomavirus 1
95VIRUSput.2	U31782	Betapapillomavirus 1
95VIRUSput.3	U31782	Betapapillomavirus 1
95VIRUSput.4	U31782	Betapapillomavirus 1
95VIRUSput.5	U31782	Betapapillomavirus 1
95VIRUSput.6	U31782	Betapapillomavirus 1
95VIRUSput.7	U31782	Betapapillomavirus 1
96VIRUSput	M17463	Betapapillomavirus 1
97VIRUSput.1	U31787	Betapapillomavirus 2
97VIRUSput.2	U31787	Betapapillomavirus 2
97VIRUSput.3	U31787	Betapapillomavirus 2
97VIRUSput.4	U31787	Betapapillomavirus 2
98VIRUSput.1	M17463	Betapapillomavirus 1
98VIRUSput.2	M17463	Betapapillomavirus 1
99VIRUSput.1	MF588713	Gammapapillomavirus
99VIRUSput.2	MF588713	Gammapapillomavirus
99VIRUSput.3	MF588713	Gammapapillomavirus
90VIRUSput	M14119	Alphapapillomavirus 10
91VIRUSput.1	M14119	Alphapapillomavirus 10
91VIRUSput.2	M14119	Alphapapillomavirus 10
91VIRUSput.3	M14119	Alphapapillomavirus 10
94VIRUSput.2	X74470	Betapapillomavirus 1
92VIRUSput.1	Y15173	Betapapillomavirus 3
92VIRUSput.2	Y15173	Betapapillomavirus 3
93VIRUSput.2	M12737	Betapapillomavirus 1
93VIRUSput.5	M12737	Betapapillomavirus 1
97VIRUSput.4	U31787	Betapapillomavirus 2
95VIRUSput.4	U31782	Betapapillomavirus 1
62VIRUSput.4	U31782	Betapapillomavirus 1
80VIRUSput.1	MH777169	Gammapapillomavirus
89VIRUSput	U31781	Betapapillomavirus 2
95VIRUSput.7	U31782	Betapapillomavirus 1
95VIRUSput.6	U31782	Betapapillomavirus 1
