1035VIRUSput	M17463	Betapapillomavirus 1
1036VIRUSput.1	MH777238	Gammapapillomavirus
1036VIRUSput.2	MH777238	Gammapapillomavirus
1037VIRUSput	AF531420	Betapapillomavirus 4
1038VIRUSput.1	U31790	Gammapapillomavirus 3
1038VIRUSput.2	U31790	Gammapapillomavirus 3
1038VIRUSput.3	U31790	Gammapapillomavirus 3
1039VIRUSput	MF588678	Betapapillomavirus
103VIRUSput.1	FM955837	Betapapillomavirus 1
103VIRUSput.2	FM955837	Betapapillomavirus 1
103VIRUSput.3	FM955837	Betapapillomavirus 1
1040VIRUSput	GU117632	Gammapapillomavirus 12
1041VIRUSput.1	MH376689	Unclassified
1041VIRUSput.2	MH376689	Unclassified
1042VIRUSput	AY382779	Betapapillomavirus 5
1043VIRUSput.1	HE963025	Betapapillomavirus 2
1043VIRUSput.2	HE963025	Betapapillomavirus 2
1044VIRUSput.1	M12737	Betapapillomavirus 1
1044VIRUSput.2	M12737	Betapapillomavirus 1
1045VIRUSput.1	U31787	Betapapillomavirus 2
1045VIRUSput.2	U31787	Betapapillomavirus 2
1046VIRUSput	U31786	Betapapillomavirus 2
1047VIRUSput.1	KP692115	Gammapapillomavirus 27
1047VIRUSput.2	KP692115	Gammapapillomavirus 27
1048VIRUSput	MF588724	Gammapapillomavirus
1049VIRUSput	GQ845443	Gammapapillomavirus 10
104VIRUSput.1	EF422221	Betapapillomavirus 2
104VIRUSput.2	EF422221	Betapapillomavirus 2
104VIRUSput.3	KY242583	Betapapillomavirus
104VIRUSput.4	GU014531	Betapapillomavirus 6
1050VIRUSput.1	GQ845445	Gammapapillomavirus 7
1050VIRUSput.2	GQ845445	Gammapapillomavirus 7
1051VIRUSput	MH777220	Gammapapillomavirus
1052VIRUSput	GU117630	Gammapapillomavirus 10
1053VIRUSput.1	MF588686	Betapapillomavirus
1053VIRUSput.2	MF588686	Betapapillomavirus
1054VIRUSput	FM955842	Betapapillomavirus 2
1055VIRUSput	FN677755	Betapapillomavirus 5
1056VIRUSput	MH972562	Gammapapillomavirus
1057VIRUSput.1	U31787	Betapapillomavirus 2
1057VIRUSput.2	U31787	Betapapillomavirus 2
1057VIRUSput.3	U31787	Betapapillomavirus 2
1058VIRUSput.1	GQ845444	Betapapillomavirus 2
1058VIRUSput.2	GQ845444	Betapapillomavirus 2
1059VIRUSput.1	GU129016	Gammapapillomavirus 12
1059VIRUSput.2	GU129016	Gammapapillomavirus 12
105VIRUSput.1	AY382779	Betapapillomavirus 5
105VIRUSput.2	AY382779	Betapapillomavirus 5
105VIRUSput.3	AY382779	Betapapillomavirus 5
1060VIRUSput	MH777197	Gammapapillomavirus
1061VIRUSput	MF588706	Gammapapillomavirus
1062VIRUSput	MF588683	Betapapillomavirus
1063VIRUSput.1	MH777350	Betapapillomavirus
1063VIRUSput.2	MH777350	Betapapillomavirus
1064VIRUSput	HF930491	Betapapillomavirus 2
1065VIRUSput.1	MF588708	Gammapapillomavirus
1065VIRUSput.2	MF588708	Gammapapillomavirus
1066VIRUSput	MF588687	Betapapillomavirus
1067VIRUSput	JF304768	Betapapillomavirus 1
1068VIRUSput	FN677755	Betapapillomavirus 5
1069VIRUSput.1	MG520499	Gammapapillomavirus
1069VIRUSput.2	MG520499	Gammapapillomavirus
106VIRUSput	M12737	Betapapillomavirus 1
1070VIRUSput	GQ845441	Gammapapillomavirus 8
1071VIRUSput	M17463	Betapapillomavirus 1
1072VIRUSput	HM999990	Gammapapillomavirus 7
1073VIRUSput	U31792	Gammapapillomavirus 4
1074VIRUSput	EU410349	Betapapillomavirus 2
1075VIRUSput.1	HM999987	Gammapapillomavirus 15
1075VIRUSput.2	HM999987	Gammapapillomavirus 15
1076VIRUSput	Y15174	Betapapillomavirus 3
1077VIRUSput	MH777161	Gammapapillomavirus
1078VIRUSput	MH777202	Gammapapillomavirus
1079VIRUSput	HM999991	Gammapapillomavirus 7
107VIRUSput	KC108722	Gammapapillomavirus 10
1080VIRUSput	X74469	Betapapillomavirus 2
1081VIRUSput	HM999990	Gammapapillomavirus 7
1082VIRUSput	Y15173	Betapapillomavirus 3
1083VIRUSput	HM999997	Betapapillomavirus 2
1084VIRUSput	MH777197	Gammapapillomavirus
1085VIRUSput	MH777185	Gammapapillomavirus
1086VIRUSput	X74471	Betapapillomavirus 1
1087VIRUSput	M17463	Betapapillomavirus 1
1088VIRUSput	JF304768	Betapapillomavirus 1
1089VIRUSput	FM955838	Betapapillomavirus 1
108VIRUSput	GQ246951	Betapapillomavirus 1
1090VIRUSput	KP692118	Gammapapillomavirus
1091VIRUSput	HM999990	Gammapapillomavirus 7
1092VIRUSput	FM955837	Betapapillomavirus 1
1093VIRUSput	M17463	Betapapillomavirus 1
1094VIRUSput	X74469	Betapapillomavirus 2
1095VIRUSput	MH777202	Gammapapillomavirus
1096VIRUSput	KY349817	Betapapillomavirus
1097VIRUSput.1	MF588684	Betapapillomavirus
1097VIRUSput.2	MF588684	Betapapillomavirus
1098VIRUSput.1	U31782	Betapapillomavirus 1
1098VIRUSput.2	U31782	Betapapillomavirus 1
1098VIRUSput.3	U31782	Betapapillomavirus 1
1098VIRUSput.4	U31782	Betapapillomavirus 1
1098VIRUSput.5	U31782	Betapapillomavirus 1
1098VIRUSput.6	U31782	Betapapillomavirus 1
1098VIRUSput.7	U31782	Betapapillomavirus 1
1098VIRUSput.8	U31782	Betapapillomavirus 1
1099VIRUSput.1	MF588682	Betapapillomavirus
1099VIRUSput.2	MF588682	Betapapillomavirus
109VIRUSput	FM955838	Betapapillomavirus 1
1100VIRUSput.1	X70827	Gammapapillomavirus 1
1100VIRUSput.2	X70827	Gammapapillomavirus 1
1100VIRUSput.3	X70827	Gammapapillomavirus 1
1101VIRUSput.1	U31779	Betapapillomavirus 1
1101VIRUSput.2	U31779	Betapapillomavirus 1
1102VIRUSput.1	Y15174	Betapapillomavirus 3
1102VIRUSput.2	Y15174	Betapapillomavirus 3
1102VIRUSput.3	Y15174	Betapapillomavirus 3
1102VIRUSput.4	Y15174	Betapapillomavirus 3
1102VIRUSput.5	Y15174	Betapapillomavirus 3
1103VIRUSput.1	X74470	Betapapillomavirus 1
1103VIRUSput.2	X74470	Betapapillomavirus 1
1103VIRUSput.3	X74470	Betapapillomavirus 1
1103VIRUSput.4	X74470	Betapapillomavirus 1
1103VIRUSput.5	X74470	Betapapillomavirus 1
1104VIRUSput	AY382779	Betapapillomavirus 5
1105VIRUSput.1	MH777208	Gammapapillomavirus
1105VIRUSput.2	MH777208	Gammapapillomavirus
1105VIRUSput.3	MH777208	Gammapapillomavirus
1106VIRUSput	AY382779	Betapapillomavirus 5
1107VIRUSput.1	MH777169	Gammapapillomavirus
1107VIRUSput.2	MH777169	Gammapapillomavirus
1107VIRUSput.3	MH777169	Gammapapillomavirus
1108VIRUSput.1	GU117634	Gammapapillomavirus 7
1108VIRUSput.2	GU117634	Gammapapillomavirus 7
1108VIRUSput.3	GU117634	Gammapapillomavirus 7
1108VIRUSput.4	GU117634	Gammapapillomavirus 7
1109VIRUSput.1	U31778	Betapapillomavirus 1
1109VIRUSput.2	U31778	Betapapillomavirus 1
1109VIRUSput.3	U31778	Betapapillomavirus 1
1109VIRUSput.4	U31778	Betapapillomavirus 1
110VIRUSput	KX781282	Gammapapillomavirus
1110VIRUSput.1	M17463	Betapapillomavirus 1
1110VIRUSput.2	M17463	Betapapillomavirus 1
1111VIRUSput.1	GQ845444	Betapapillomavirus 2
1111VIRUSput.2	GQ845444	Betapapillomavirus 2
1111VIRUSput.3	GQ845444	Betapapillomavirus 2
1111VIRUSput.4	GQ845444	Betapapillomavirus 2
1112VIRUSput.1	U31782	Betapapillomavirus 1
1112VIRUSput.2	U31782	Betapapillomavirus 1
1112VIRUSput.3	U31782	Betapapillomavirus 1
1112VIRUSput.4	U31782	Betapapillomavirus 1
1112VIRUSput.5	U31782	Betapapillomavirus 1
1113VIRUSput.1	M12737	Betapapillomavirus 1
1113VIRUSput.2	M12737	Betapapillomavirus 1
1113VIRUSput.3	M12737	Betapapillomavirus 1
1113VIRUSput.4	M12737	Betapapillomavirus 1
1114VIRUSput.1	KY242583	Betapapillomavirus
1114VIRUSput.2	KY242583	Betapapillomavirus
1114VIRUSput.3	KY242583	Betapapillomavirus
1115VIRUSput.1	GU117630	Gammapapillomavirus 10
1115VIRUSput.2	GU117630	Gammapapillomavirus 10
1116VIRUSput	HM999994	Gammapapillomavirus 10
1117VIRUSput.1	GQ845442	Betapapillomavirus 2
1117VIRUSput.2	GQ845442	Betapapillomavirus 2
1118VIRUSput	FM955842	Betapapillomavirus 2
1119VIRUSput.1	MF588721	Gammapapillomavirus
1119VIRUSput.2	MF588721	Gammapapillomavirus
1119VIRUSput.3	MF588721	Gammapapillomavirus
111VIRUSput.1	HM999994	Gammapapillomavirus 10
111VIRUSput.2	HM999994	Gammapapillomavirus 10
1120VIRUSput.1	MF588695	Gammapapillomavirus
1120VIRUSput.2	MF588695	Gammapapillomavirus
1121VIRUSput	MH777244	Gammapapillomavirus
1122VIRUSput	HM999998	Gammapapillomavirus 15
1123VIRUSput.1	HM999998	Gammapapillomavirus 15
1123VIRUSput.2	HM999998	Gammapapillomavirus 15
1124VIRUSput.1	X74466	Betapapillomavirus 1
1124VIRUSput.2	X74466	Betapapillomavirus 1
1125VIRUSput.1	X74467	Betapapillomavirus 1
1125VIRUSput.2	X74467	Betapapillomavirus 1
1125VIRUSput.3	X74467	Betapapillomavirus 1
1126VIRUSput.1	Y15176	Betapapillomavirus 2
1126VIRUSput.2	Y15176	Betapapillomavirus 2
1127VIRUSput.1	FM955842	Betapapillomavirus 2
1127VIRUSput.2	FM955842	Betapapillomavirus 2
1128VIRUSput	MF588682	Betapapillomavirus
1129VIRUSput	HM999999	Gammapapillomavirus 8
112VIRUSput	FN677755	Betapapillomavirus 5
1130VIRUSput	HF930491	Betapapillomavirus 2
1131VIRUSput.1	KY349817	Betapapillomavirus
1131VIRUSput.2	KY349817	Betapapillomavirus
1132VIRUSput.1	U31787	Betapapillomavirus 2
1132VIRUSput.2	U31787	Betapapillomavirus 2
1132VIRUSput.3	U31787	Betapapillomavirus 2
1132VIRUSput.4	U31787	Betapapillomavirus 2
1132VIRUSput.5	GU014531	Betapapillomavirus 6
1133VIRUSput.1	MF588686	Betapapillomavirus
1133VIRUSput.2	MF588686	Betapapillomavirus
1134VIRUSput.1	GQ845446	Betapapillomavirus 1
1134VIRUSput.2	GQ845446	Betapapillomavirus 1
1134VIRUSput.3	GQ845446	Betapapillomavirus 1
1135VIRUSput.1	MH777238	Gammapapillomavirus
1135VIRUSput.2	MH777238	Gammapapillomavirus
1136VIRUSput	MH972563	Gammapapillomavirus
1137VIRUSput.1	MF588678	Betapapillomavirus
1137VIRUSput.2	MF588678	Betapapillomavirus
1137VIRUSput.3	MF588678	Betapapillomavirus
1138VIRUSput.1	HF930491	Betapapillomavirus 2
1138VIRUSput.2	HF930491	Betapapillomavirus 2
1139VIRUSput.1	U31781	Betapapillomavirus 2
1139VIRUSput.2	U31781	Betapapillomavirus 2
113VIRUSput	MF588692	Gammapapillomavirus
1140VIRUSput.1	U31782	Betapapillomavirus 1
1140VIRUSput.2	U31782	Betapapillomavirus 1
1140VIRUSput.3	U31782	Betapapillomavirus 1
1141VIRUSput.1	JX444072	Gammapapillomavirus 12
1141VIRUSput.2	JX444072	Gammapapillomavirus 12
1142VIRUSput	M17463	Betapapillomavirus 1
1143VIRUSput	EF422221	Betapapillomavirus 2
1144VIRUSput.1	HM999990	Gammapapillomavirus 7
1144VIRUSput.2	HM999990	Gammapapillomavirus 7
1145VIRUSput	MH777244	Gammapapillomavirus
1146VIRUSput.1	FM955841	Betapapillomavirus 1
1146VIRUSput.2	FM955841	Betapapillomavirus 1
1146VIRUSput.3	FM955841	Betapapillomavirus 1
1147VIRUSput	MF588695	Gammapapillomavirus
1148VIRUSput.1	HM999996	Gammapapillomavirus 17
1148VIRUSput.2	HM999996	Gammapapillomavirus 17
1148VIRUSput.3	HM999996	Gammapapillomavirus 17
1148VIRUSput.4	HM999996	Gammapapillomavirus 17
1149VIRUSput.1	EF422221	Betapapillomavirus 2
1149VIRUSput.2	EF422221	Betapapillomavirus 2
1149VIRUSput.3	EF422221	Betapapillomavirus 2
114VIRUSput.1	MF588703	Gammapapillomavirus
114VIRUSput.2	HM999990	Gammapapillomavirus 7
1150VIRUSput	HM999990	Gammapapillomavirus 7
1151VIRUSput.1	MH376689	Unclassified
1151VIRUSput.2	MH376689	Unclassified
1151VIRUSput.3	M12737	Betapapillomavirus 1
1152VIRUSput	AY382779	Betapapillomavirus 5
1153VIRUSput.1	AF531420	Betapapillomavirus 4
1153VIRUSput.2	AF531420	Betapapillomavirus 4
1154VIRUSput.1	MH777229	Gammapapillomavirus
1154VIRUSput.2	MH777229	Gammapapillomavirus
1155VIRUSput.1	M17463	Betapapillomavirus 1
1155VIRUSput.2	M17463	Betapapillomavirus 1
1156VIRUSput	HE963025	Betapapillomavirus 2
1157VIRUSput.1	AY382778	Betapapillomavirus 1
1157VIRUSput.2	AY382778	Betapapillomavirus 1
1157VIRUSput.3	AY382778	Betapapillomavirus 1
1158VIRUSput	M17463	Betapapillomavirus 1
1159VIRUSput	FM955840	Betapapillomavirus 2
115VIRUSput	AY382779	Betapapillomavirus 5
1160VIRUSput.1	MF588738	Gammapapillomavirus
1160VIRUSput.2	MF588738	Gammapapillomavirus
1161VIRUSput.1	MF588710	Gammapapillomavirus
1161VIRUSput.2	MF588710	Gammapapillomavirus
1162VIRUSput.1	X74480	Betapapillomavirus 3
1162VIRUSput.2	X74480	Betapapillomavirus 3
1162VIRUSput.3	X74480	Betapapillomavirus 3
1163VIRUSput.1	MF588681	Betapapillomavirus
1163VIRUSput.2	MF588681	Betapapillomavirus
1164VIRUSput.1	HE963025	Betapapillomavirus 2
1164VIRUSput.2	HE963025	Betapapillomavirus 2
1165VIRUSput	FM955837	Betapapillomavirus 1
1166VIRUSput	AY382779	Betapapillomavirus 5
1167VIRUSput	U85660	Betapapillomavirus
1168VIRUSput	MF588678	Betapapillomavirus
1169VIRUSput.1	KX781282	Gammapapillomavirus
1169VIRUSput.2	KX781282	Gammapapillomavirus
116VIRUSput.1	X74470	Betapapillomavirus 1
116VIRUSput.2	X74470	Betapapillomavirus 1
1170VIRUSput.1	M32305	Betapapillomavirus 1
1170VIRUSput.2	M32305	Betapapillomavirus 1
1171VIRUSput.1	FM955839	Betapapillomavirus 2
1171VIRUSput.2	FM955839	Betapapillomavirus 2
1172VIRUSput	GQ845442	Betapapillomavirus 2
1173VIRUSput	EU410349	Betapapillomavirus 2
1174VIRUSput.1	MF588699	Gammapapillomavirus
1174VIRUSput.2	MF588699	Gammapapillomavirus
1175VIRUSput.1	MF588714	Gammapapillomavirus
1175VIRUSput.2	MF588714	Gammapapillomavirus
1176VIRUSput.1	X74464	Betapapillomavirus 2
1176VIRUSput.2	X74464	Betapapillomavirus 2
1177VIRUSput.1	HM999991	Gammapapillomavirus 7
1177VIRUSput.2	HM999991	Gammapapillomavirus 7
1178VIRUSput.1	U31780	Betapapillomavirus 2
1178VIRUSput.2	U31780	Betapapillomavirus 2
1178VIRUSput.3	U31780	Betapapillomavirus 2
1179VIRUSput.1	MH777356	Gammapapillomavirus
1179VIRUSput.2	MH777356	Gammapapillomavirus
117VIRUSput.1	MH777161	Gammapapillomavirus
117VIRUSput.2	MH777161	Gammapapillomavirus
1180VIRUSput.1	U31783	Alphapapillomavirus 2
1180VIRUSput.2	U31783	Alphapapillomavirus 2
1181VIRUSput	GQ845446	Betapapillomavirus 1
1182VIRUSput.1	U31781	Betapapillomavirus 2
1182VIRUSput.2	U31781	Betapapillomavirus 2
1183VIRUSput	KX781282	Gammapapillomavirus
1184VIRUSput	MH777177	Gammapapillomavirus
1185VIRUSput	FJ804072	Gammapapillomavirus 9
1186VIRUSput	Y15173	Betapapillomavirus 3
1187VIRUSput	MF588679	Betapapillomavirus
1188VIRUSput.1	MF588746	Gammapapillomavirus
1188VIRUSput.2	MF588746	Gammapapillomavirus
1189VIRUSput.1	FM955840	Betapapillomavirus 2
1189VIRUSput.2	FM955840	Betapapillomavirus 2
118VIRUSput	GU014531	Betapapillomavirus 6
1190VIRUSput.1	MF588677	Betapapillomavirus
1190VIRUSput.2	MF588677	Betapapillomavirus
1191VIRUSput.1	MH777203	Gammapapillomavirus
1191VIRUSput.2	MF588731	Gammapapillomavirus
1192VIRUSput.1	M17463	Betapapillomavirus 1
1192VIRUSput.2	M32305	Betapapillomavirus 1
1193VIRUSput	M17463	Betapapillomavirus 1
1194VIRUSput.1	MH972563	Gammapapillomavirus
1194VIRUSput.2	MH972563	Gammapapillomavirus
1195VIRUSput.1	U31790	Gammapapillomavirus 3
1195VIRUSput.2	U31790	Gammapapillomavirus 3
1196VIRUSput	KY242583	Betapapillomavirus
1197VIRUSput	Y15174	Betapapillomavirus 3
1198VIRUSput.1	U31787	Betapapillomavirus 2
1198VIRUSput.2	U31787	Betapapillomavirus 2
1199VIRUSput	AY382778	Betapapillomavirus 1
119VIRUSput.1	MF588733	Gammapapillomavirus
119VIRUSput.2	MF588733	Gammapapillomavirus
1200VIRUSput	EU410348	Betapapillomavirus 2
1201VIRUSput	MH777335	Gammapapillomavirus
1202VIRUSput	JF304768	Betapapillomavirus 1
1203VIRUSput.1	FM955837	Betapapillomavirus 1
1203VIRUSput.2	FM955837	Betapapillomavirus 1
1204VIRUSput	KF006400	Gammapapillomavirus 1
1205VIRUSput	FJ804072	Gammapapillomavirus 9
1206VIRUSput.1	AY382778	Betapapillomavirus 1
1206VIRUSput.2	AY382778	Betapapillomavirus 1
1207VIRUSput	KF006400	Gammapapillomavirus 1
1208VIRUSput.1	MH777389	Gammapapillomavirus
1208VIRUSput.2	MH777389	Gammapapillomavirus
1209VIRUSput	MF588683	Betapapillomavirus
120VIRUSput	MH777196	Gammapapillomavirus
1210VIRUSput	MF588733	Gammapapillomavirus
1211VIRUSput	MF588683	Betapapillomavirus
1212VIRUSput	MF588687	Betapapillomavirus
1213VIRUSput.1	MH972562	Gammapapillomavirus
1213VIRUSput.2	MH972562	Gammapapillomavirus
1214VIRUSput	MH777334	Gammapapillomavirus
1215VIRUSput.1	FJ947080	Betapapillomavirus 3
1215VIRUSput.2	FJ947080	Betapapillomavirus 3
1216VIRUSput	FM955840	Betapapillomavirus 2
1217VIRUSput	X74464	Betapapillomavirus 2
1218VIRUSput	MF356498	Gammapapillomavirus
1219VIRUSput.1	MH675890	Gammapapillomavirus
1219VIRUSput.2	MH675890	Gammapapillomavirus
121VIRUSput	FM955839	Betapapillomavirus 2
1220VIRUSput	GU117633	Gammapapillomavirus 10
1221VIRUSput	GU014531	Betapapillomavirus 6
1222VIRUSput	HM999990	Gammapapillomavirus 7
1223VIRUSput	FN677755	Betapapillomavirus 5
1224VIRUSput	MF588702	Gammapapillomavirus
1225VIRUSput	FM955837	Betapapillomavirus 1
1226VIRUSput	MH376689	Unclassified
1227VIRUSput	M17463	Betapapillomavirus 1
1228VIRUSput	MF509818	Gammapapillomavirus
1229VIRUSput	MH777226	Gammapapillomavirus
122VIRUSput.1	X74466	Betapapillomavirus 1
122VIRUSput.2	X74466	Betapapillomavirus 1
1230VIRUSput	MF588723	Gammapapillomavirus
1231VIRUSput	U31778	Betapapillomavirus 1
1232VIRUSput	KP692118	Gammapapillomavirus
1233VIRUSput	MF588714	Gammapapillomavirus
1234VIRUSput.1	MH777185	Gammapapillomavirus
1234VIRUSput.2	MH777185	Gammapapillomavirus
1235VIRUSput.1	MF588699	Gammapapillomavirus
1235VIRUSput.2	MF588699	Gammapapillomavirus
1236VIRUSput	GU117630	Gammapapillomavirus 10
1237VIRUSput	JF304768	Betapapillomavirus 1
1238VIRUSput	MH376689	Unclassified
1239VIRUSput.1	HM999988	Gammapapillomavirus 11
1239VIRUSput.2	HM999988	Gammapapillomavirus 11
123VIRUSput.1	MH777217	Gammapapillomavirus
123VIRUSput.2	MH777217	Gammapapillomavirus
1240VIRUSput	M12737	Betapapillomavirus 1
1241VIRUSput	MF588718	Gammapapillomavirus
1242VIRUSput	FN677755	Betapapillomavirus 5
1243VIRUSput	MH675888	Gammapapillomavirus
1244VIRUSput.1	X74466	Betapapillomavirus 1
1244VIRUSput.2	X74466	Betapapillomavirus 1
1245VIRUSput	U31785	Betapapillomavirus 1
1246VIRUSput	GU117630	Gammapapillomavirus 10
1247VIRUSput	JF966371	Gammapapillomavirus
1248VIRUSput	U31786	Betapapillomavirus 2
1249VIRUSput	MH777376	Gammapapillomavirus
124VIRUSput	AY382779	Betapapillomavirus 5
1250VIRUSput	GQ246951	Betapapillomavirus 1
1251VIRUSput	EU410349	Betapapillomavirus 2
1252VIRUSput	MH777252	Gammapapillomavirus
1253VIRUSput	MH777217	Gammapapillomavirus
1254VIRUSput	U31782	Betapapillomavirus 1
1255VIRUSput	GU117634	Gammapapillomavirus 7
1256VIRUSput.1	U31782	Betapapillomavirus 1
1256VIRUSput.2	U31782	Betapapillomavirus 1
1257VIRUSput	M17463	Betapapillomavirus 1
1258VIRUSput	JF906559	Gammapapillomavirus 7
1259VIRUSput.1	U31779	Betapapillomavirus 1
1259VIRUSput.2	U31779	Betapapillomavirus 1
125VIRUSput.1	GQ246951	Betapapillomavirus 1
125VIRUSput.2	GQ246951	Betapapillomavirus 1
1260VIRUSput.1	U31782	Betapapillomavirus 1
1260VIRUSput.2	U31782	Betapapillomavirus 1
1260VIRUSput.3	U31782	Betapapillomavirus 1
1261VIRUSput.1	U31782	Betapapillomavirus 1
1261VIRUSput.2	U31782	Betapapillomavirus 1
1261VIRUSput.3	U31782	Betapapillomavirus 1
1261VIRUSput.4	U31782	Betapapillomavirus 1
1261VIRUSput.5	U31782	Betapapillomavirus 1
1261VIRUSput.6	U31782	Betapapillomavirus 1
1261VIRUSput.7	U31782	Betapapillomavirus 1
1261VIRUSput.8	U31782	Betapapillomavirus 1
1262VIRUSput.1	Y15174	Betapapillomavirus 3
1262VIRUSput.2	Y15174	Betapapillomavirus 3
1263VIRUSput.1	Y15176	Betapapillomavirus 2
1263VIRUSput.2	Y15176	Betapapillomavirus 2
1263VIRUSput.3	Y15176	Betapapillomavirus 2
1263VIRUSput.4	Y15176	Betapapillomavirus 2
1263VIRUSput.5	Y15176	Betapapillomavirus 2
1263VIRUSput.6	Y15176	Betapapillomavirus 2
1264VIRUSput.1	KY242583	Betapapillomavirus
1264VIRUSput.2	KY242583	Betapapillomavirus
1264VIRUSput.3	KY242583	Betapapillomavirus
1264VIRUSput.4	GU014531	Betapapillomavirus 6
1265VIRUSput.1	MH777238	Gammapapillomavirus
1265VIRUSput.2	MH777238	Gammapapillomavirus
1266VIRUSput.1	FM955837	Betapapillomavirus 1
1266VIRUSput.2	FM955837	Betapapillomavirus 1
1266VIRUSput.3	FM955837	Betapapillomavirus 1
1266VIRUSput.4	FM955837	Betapapillomavirus 1
1266VIRUSput.5	FM955837	Betapapillomavirus 1
1266VIRUSput.6	FM955837	Betapapillomavirus 1
1266VIRUSput.7	FM955837	Betapapillomavirus 1
1267VIRUSput.1	U31782	Betapapillomavirus 1
1267VIRUSput.2	U31782	Betapapillomavirus 1
1267VIRUSput.3	U31782	Betapapillomavirus 1
1267VIRUSput.4	U31782	Betapapillomavirus 1
1267VIRUSput.5	U31782	Betapapillomavirus 1
1268VIRUSput.1	U31778	Betapapillomavirus 1
1268VIRUSput.2	U31778	Betapapillomavirus 1
1269VIRUSput.1	M17463	Betapapillomavirus 1
1269VIRUSput.2	M17463	Betapapillomavirus 1
126VIRUSput.1	MG520499	Gammapapillomavirus
126VIRUSput.2	MG520499	Gammapapillomavirus
1270VIRUSput	X74464	Betapapillomavirus 2
1271VIRUSput	X74466	Betapapillomavirus 1
1272VIRUSput	GQ246951	Betapapillomavirus 1
1273VIRUSput	HM999999	Gammapapillomavirus 8
1274VIRUSput	M17463	Betapapillomavirus 1
1275VIRUSput.1	HM999993	Gammapapillomavirus 11
1275VIRUSput.2	HM999993	Gammapapillomavirus 11
1276VIRUSput.1	M12737	Betapapillomavirus 1
1276VIRUSput.2	M12737	Betapapillomavirus 1
1277VIRUSput.1	MF588686	Betapapillomavirus
1277VIRUSput.2	MF588686	Betapapillomavirus
1277VIRUSput.3	MF588686	Betapapillomavirus
1277VIRUSput.4	MF588686	Betapapillomavirus
1278VIRUSput	KX781282	Gammapapillomavirus
1279VIRUSput.1	HM999993	Gammapapillomavirus 11
1279VIRUSput.2	HM999993	Gammapapillomavirus 11
127VIRUSput	AF531420	Betapapillomavirus 4
1280VIRUSput	MH376689	Unclassified
1281VIRUSput.1	MF588684	Betapapillomavirus
1281VIRUSput.2	MF588684	Betapapillomavirus
